"Contig","Description","Top_hit","BitScore","Evalue"
"k141_1713808.concoct_part_0","CP020450.2","Streptococcus gordonii strain FDAARGOS_257 chromosome,...","134",1e-27
"k141_967885.concoct_part_0","LR134378.1","Lautropia mirabilis strain NCTC12852 genome assembly, ...","1884",0
"k141_2061566.concoct_part_0","CP019562.1","Streptococcus oralis strain S.MIT/ORALIS-351, complete...","1256",0
"k141_1344357.concoct_part_0","CP038817.1","Haemophilus parahaemolyticus strain NEB129 chromosome,...","1803",0
"k141_4310644.concoct_part_0","CP006776.1","Streptococcus sp. I-P16, complete genome","1893",0
"k141_2442644.concoct_part_0","CP046313.1","Gemella sanguinis strain FDAARGOS_742 chromosome, comp...","7212",0
"k141_2442672.concoct_part_0","CP044107.1","Enterobacter hormaechei strain FDAARGOS_642 chromosome...","3400",0
"k141_2442697.concoct_part_0","CP018187.1","Streptococcus salivarius strain ICDC2, complete genome","6806",0
"k141_968894.concoct_part_0","CP054230.1","Escherichia coli strain EcPF14 chromosome, complete ge...","2854",0
"k141_969054.concoct_part_0","CP044107.1","Enterobacter hormaechei strain FDAARGOS_642 chromosome...","1965",0
"k141_3212452.concoct_part_0","CP024700.1","Fusobacterium pseudoperiodonticum strain KCOM 1263 chr...","2767",0
"k141_2825680.concoct_part_0","FR720602.1","Streptococcus oralis Uo5 complete genome sequence","2449",0
"k141_2826109.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","1325",0
"k141_242032.concoct_part_0","CP060481.1","Enterobacter hormaechei strain UCI161 chromosome","3456",0
"k141_4312308.concoct_part_0","AP019841.1","Leptotrichia wadei JMUB3936 DNA, complete genome","5169",0
"k141_969921.concoct_part_0","CP038817.1","Haemophilus parahaemolyticus strain NEB129 chromosome,...","5927",0
"k141_243170.concoct_part_0","CP019302.1","Prevotella intermedia strain strain 17 chromosome I, c...","3356",0
"k141_598556.concoct_part_0","CP040504.1","Neisseria sp. oral taxon 014 str. F0314 chromosome","7672",0
"k141_1718410.concoct_part_0","CP015283.1","Streptococcus salivarius strain ATCC 25975, complete g...","4867",0
"k141_971476.concoct_part_0","CP018337.1","Klebsiella pneumoniae isolate Kp_Goe_154414, complete ...","1851",0
"k141_3915783.concoct_part_0","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","11199",0
"k141_599086.concoct_part_0","CP029713.1","Pseudomonas aeruginosa strain BH9 chromosome","18310",0
"k141_599086.concoct_part_3","CP050331.1","Pseudomonas aeruginosa strain DVT414 chromosome, compl...","23407",0
"k141_1719953.concoct_part_0","CP053917.1","Pseudomonas aeruginosa strain PSE6684 chromosome, comp...","17536",0
"k141_1349056.concoct_part_0","CP040006.1","Schaalia odontolytica strain XH001 chromosome, complet...","1389",0
"k141_3555666.concoct_part_0","AP023349.1","Streptococcus mitis Nm-65 DNA, complete genome","1410",0
"k141_3216812.concoct_part_0","LS483444.1","Streptococcus australis strain NCTC13166 genome assemb...","1718",0
"k141_600197.concoct_part_0","CP002280.1","Rothia dentocariosa ATCC 17931, complete genome","2261",0
"k141_974087.concoct_part_0","LR594037.1","Streptococcus anginosus strain NCTC11064 genome assemb...","3105",0
"k141_2066943.concoct_part_0","CP053988.1","Abiotrophia defectiva strain FDAARGOS_785 chromosome, ...","2841",0
"k141_1350282.concoct_part_0","","","",NA
"k141_3217730.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","996",0
"k141_3557123.concoct_part_0","CP027539.1","Serratia marcescens strain AR_0099 chromosome, complet...","22943",0
"k141_2067396.concoct_part_0","LR134521.1","Rothia dentocariosa strain NCTC10918 genome assembly, ...","339",8e-89
"k141_3557444.concoct_part_0","CP054236.1","Escherichia coli strain EcPF5 chromosome, complete genome","3613",0
"k141_975109.concoct_part_0","LS483471.1","Streptococcus cristatus strain NCTC13807 genome assemb...","2019",0
"k141_1722511.concoct_part_0","","","",NA
"k141_1723161.concoct_part_0","CP047691.1","Serratia marcescens strain C110 chromosome, complete g...","33587",0
"k141_2068685.concoct_part_0","CP023510.1","Rothia mucilaginosa strain FDAARGOS_369 chromosome, co...","1895",0
"k141_2833181.concoct_part_0","","","",NA
"k141_1352736.concoct_part_0","CP022386.1","Capnocytophaga gingivalis strain H1496 chromosome, com...","1949",0
"k141_977034.concoct_part_0","","","",NA
"k141_3921472.concoct_part_3","CP025684.1","Klebsiella pneumoniae strain L5-2 chromosome, complete...","20133",0
"k141_1724707.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","2538",0
"k141_4320228.concoct_part_2","HG938370.1","Burkholderia cenocepacia H111 chromosome 1 complete ge...","14495",0
"k141_2070829.concoct_part_0","","","",NA
"k141_3560687.concoct_part_0","CP024749.1","Fusobacterium nucleatum subsp. vincentii strain KCOM 2...","106",4e-19
"k141_978521.concoct_part_0","","","",NA
"k141_1725824.concoct_part_1","CP034359.1","Klebsiella pneumoniae strain 39 chromosome","20984",0
"k141_4321219.concoct_part_0","CP026722.1","Klebsiella aerogenes isolate E20 chromosome","2706",0
"k141_2071648.concoct_part_0","LR134283.1","Streptococcus anginosus strain NCTC10713 genome assemb...","60.2",3e-05
"k141_1726004.concoct_part_3","HG938371.2","Burkholderia cenocepacia H111 chromosome 2, complete g...","17865",0
"k141_3923768.concoct_part_0","CP023864.1","Prevotella jejuni strain CD3:33 chromosome II, complet...","5435",0
"k141_3562389.concoct_part_0","CP054042.1","Listeria monocytogenes strain PNUSAL000009 chromosome","78.7",8e-11
"k141_2836971.concoct_part_0","CP040006.1","Schaalia odontolytica strain XH001 chromosome, complet...","2630",0
"k141_1355571.concoct_part_0","LS483436.1","Streptococcus intermedius strain NCTC11324 genome asse...","3192",0
"k141_4322628.concoct_part_0","FR873481.1","Streptococcus salivarius CCHSS3 complete genome","7542",0
"k141_980371.concoct_part_2","CP011303.1","Serratia liquefaciens strain HUMV-21, complete genome","26277",0
"k141_1355744.concoct_part_0","CP050133.1","Streptococcus cristatus ATCC 51100 chromosome, complet...","1949",0
"k141_980890.concoct_part_0","","","",NA
"k141_2837631.concoct_part_0","CP026178.1","Klebsiella pneumoniae strain KPNIH49 chromosome, compl...","2440",0
"k141_3563480.concoct_part_0","CP024697.1","Prevotella intermedia strain KCOM 2836 chromosome, com...","3290",0
"k141_1355900.concoct_part_0","CP014017.2","Serratia liquefaciens strain FDAARGOS_125 chromosome, ...","17442",0
"k141_1355900.concoct_part_1","CP048043.1","Serratia liquefaciens strain JL02 chromosome, complete...","17771",0
"k141_2454464.concoct_part_0","LS483346.1","Streptococcus sanguinis strain NCTC11085 genome assemb...","1808",0
"k141_1728882.concoct_part_0","CP012646.1","Streptococcus mitis strain KCOM 1350 (= ChDC B183), co...","1162",0
"k141_3226107.concoct_part_0","CP043853.1","Enterobacter hormaechei strain EB_P6_L3_02.19 chromoso...","1949",0
"k141_3564565.concoct_part_0","LR798194.1","Burkholderia cenocepacia strain IST439 genome assembly...","18268",0
"k141_3564565.concoct_part_6","CP019676.1","Burkholderia cenocepacia strain VC1254 chromosome 2, c...","18052",0
"k141_3564893.concoct_part_0","CP003858.1","Streptococcus intermedius C270, complete genome","4218",0
"k141_256710.concoct_part_0","CP053210.1","Streptococcus pneumoniae strain 6A-10 chromosome, comp...","448",6e-122
"k141_3927283.concoct_part_0","CP003357.2","Streptococcus pneumoniae ST556, complete genome","2028",0
"k141_3565998.concoct_part_0","","","",NA
"k141_4326741.concoct_part_0","LR536839.1","Streptococcus pneumoniae strain 2245STDY6105855 genome...","1893",0
"k141_3928037.concoct_part_0","CP039988.1","Pseudomonas aeruginosa strain T2436 chromosome, comple...","315",5e-82
"k141_2457386.concoct_part_0","","","",NA
"k141_4327258.concoct_part_0","CP054570.1","Streptococcus sanguinis strain FDAARGOS_770 chromosome...","1779",0
"k141_3928960.concoct_part_0","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","31800",0
"k141_2077336.concoct_part_3","CP040127.1","Pseudomonas aeruginosa strain PA298 chromosome, comple...","18345",0
"k141_1359871.concoct_part_0","CP024696.1","Prevotella intermedia strain KCOM 2033 chromosome, com...","931",0
"k141_3929283.concoct_part_0","CP028415.1","Streptococcus mitis strain SK637 chromosome, complete ...","1578",0
"k141_2077827.concoct_part_0","CP044214.1","Klebsiella aerogenes strain KA_P10_L5_03.19 chromosome...","2843",0
"k141_2077968.concoct_part_0","LR134521.1","Rothia dentocariosa strain NCTC10918 genome assembly, ...","1755",0
"k141_2459352.concoct_part_0","CP050960.1","Serratia marcescens strain FDAARGOS_659 chromosome","54.7",0.002
"k141_1360551.concoct_part_0","CP029126.1","Enterobacter hormaechei strain AR432 chromosome, compl...","2043",0
"k141_987409.concoct_part_0","LR134489.1","Capnocytophaga sputigena strain NCTC11097 genome assem...","2117",0
"k141_2843946.concoct_part_0","CP054236.1","Escherichia coli strain EcPF5 chromosome, complete genome","3960",0
"k141_3569582.concoct_part_0","CP002589.1","Prevotella denticola F0289, complete genome","1158",0
"k141_613559.concoct_part_0","CP053939.1","Neisseria mucosa strain FDAARGOS_758 chromosome, compl...","2627",0
"k141_2460471.concoct_part_0","CP046314.1","Gemella morbillorum strain FDAARGOS_741 chromosome, co...","5016",0
"k141_2460567.concoct_part_0","LS483440.1","Gemella morbillorum strain NCTC11323 genome assembly, ...","3688",0
"k141_613989.concoct_part_0","CP012646.1","Streptococcus mitis strain KCOM 1350 (= ChDC B183), co...","1657",0
"k141_988856.concoct_part_1","CP013451.1","Burkholderia cenocepacia strain MSMB384WGS chromosome ...","34956",0
"k141_988875.concoct_part_0","CP018187.1","Streptococcus salivarius strain ICDC2, complete genome","2547",0
"k141_261681.concoct_part_0","","","",NA
"k141_989377.concoct_part_0","","","",NA
"k141_1735635.concoct_part_0","","","",NA
"k141_3232591.concoct_part_0","","","",NA
"k141_2461891.concoct_part_0","AP020315.1","Staphylococcus aureus KUH140087 DNA, complete genome","1855",0
"k141_2846327.concoct_part_0","CP054570.1","Streptococcus sanguinis strain FDAARGOS_770 chromosome...","1685",0
"k141_3571404.concoct_part_0","CP018917.1","Serratia marcescens strain UMH5, complete genome","2619",0
"k141_3571496.concoct_part_0","CP014326.1","Streptococcus mitis strain SVGS_061, complete genome","1687",0
"k141_1736925.concoct_part_0","AY157686.1","Streptococcus pneumoniae strain 5305 ParE (parE) gene,...","1938",0
"k141_4333917.concoct_part_0","","","",NA
"k141_263881.concoct_part_10","CP034157.1","Cloacibacterium normanense strain NRS-1 chromosome, co...","3856",0
"k141_3234835.concoct_part_0","CP031324.1","Neisseria meningitidis strain M23347 chromosome, compl...","2296",0
"k141_4334486.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","1881",0
"k141_1364690.concoct_part_0","CP024725.1","Prevotella intermedia strain KCOM 2838 chromosome 1, c...","1807",0
"k141_2082431.concoct_part_0","LR134489.1","Capnocytophaga sputigena strain NCTC11097 genome assem...","4300",0
"k141_1738228.concoct_part_0","CP017295.1","Streptococcus gordonii strain IE35, complete genome","2239",0
"k141_265003.concoct_part_0","CP059571.1","Neisseria bacilliformis strain DSM 23338 chromosome, c...","4170",0
"k141_2849340.concoct_part_0","KU056701.1","Streptococcus pyogenes strain MB56Spyo009 transposon I...","10482",0
"k141_2083361.concoct_part_0","CP040798.1","Streptococcus sanguinis strain CGMH058 chromosome, com...","1753",0
"k141_618881.concoct_part_0","CP033623.1","Serratia marcescens strain N10A28 chromosome, complete...","1611",0
"k141_1739914.concoct_part_0","CP039403.1","Escherichia coli strain 382634_2f chromosome, complete...","3927",0
"k141_2084347.concoct_part_0","CP046315.1","Schaalia odontolytica strain FDAARGOS_732 chromosome, ...","1129",0
"k141_3575677.concoct_part_0","","","",NA
"k141_1740234.concoct_part_0","HG938371.2","Burkholderia cenocepacia H111 chromosome 2, complete g...","35098",0
"k141_1740258.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","1482",0
"k141_3575747.concoct_part_0","CP032056.1","Prevotella denticola strain KCOM 1525 chromosome 1, co...","2015",0
"k141_995319.concoct_part_1","CP047391.1","Serratia marcescens strain 1602 chromosome, complete g...","18124",0
"k141_995319.concoct_part_7","CP047691.1","Serratia marcescens strain C110 chromosome, complete g...","18312",0
"k141_3237885.concoct_part_0","LS483369.1","Neisseria cinerea strain NCTC10294 genome assembly, ch...","2008",0
"k141_3937454.concoct_part_0","CP027241.1","Lachnospiraceae bacterium oral taxon 500 strain W11650...","3280",0
"k141_996645.concoct_part_0","CP000387.1","Streptococcus sanguinis SK36, complete genome","5703",0
"k141_1742049.concoct_part_0","LR134375.1","Veillonella dispar strain NCTC11831 genome assembly, c...","1544",0
"k141_3239891.concoct_part_0","","","",NA
"k141_997853.concoct_part_0","HE798556.1","Stenotrophomonas maltophilia D457 complete genome","1773",0
"k141_1743995.concoct_part_0","LS483443.1","Aggregatibacter segnis strain NCTC10977 genome assembl...","1550",0
"k141_3940556.concoct_part_0","","","",NA
"k141_3940634.concoct_part_0","","","",NA
"k141_1371299.concoct_part_0","","","",NA
"k141_2855596.concoct_part_0","CP027231.1","Bacteroides zoogleoformans strain ATCC 33285 chromosom...","237",9e-58
"k141_2855670.concoct_part_0","CP012756.1","Staphylococcus aureus subsp. aureus strain JS395, comp...","11095",0
"k141_2088832.concoct_part_0","CP046313.1","Gemella sanguinis strain FDAARGOS_742 chromosome, comp...","1988",0
"k141_2855733.concoct_part_0","","","",NA
"k141_1744705.concoct_part_0","CP031251.1","Neisseria subflava strain M18660 chromosome, complete ...","2386",0
"k141_271736.concoct_part_0","LR134521.1","Rothia dentocariosa strain NCTC10918 genome assembly, ...","459",3e-124
"k141_1371843.concoct_part_0","CP046335.1","Streptococcus mitis strain FDAARGOS_684 chromosome, co...","1882",0
"k141_2471134.concoct_part_0","CP053119.1","Pseudomonas aeruginosa strain A17CT chromosome","18367",0
"k141_1745081.concoct_part_0","LR214939.1","Mycoplasma salivarium strain NCTC10113 genome assembly...","15027",0
"k141_2089623.concoct_part_0","AP018391.1","Streptococcus pneumoniae MDRSPN001 DNA, complete genome","2519",0
"k141_4342844.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","3439",0
"k141_625316.concoct_part_0","","","",NA
"k141_1372879.concoct_part_0","CP040504.1","Neisseria sp. oral taxon 014 str. F0314 chromosome","1862",0
"k141_2090299.concoct_part_0","","","",NA
"k141_273384.concoct_part_0","CP046313.1","Gemella sanguinis strain FDAARGOS_742 chromosome, comp...","1958",0
"k141_4343928.concoct_part_0","CP000939.1","Clostridium botulinum B1 str. Okra, complete genome","106",2e-18
"k141_2090830.concoct_part_0","CP001721.1","Atopobium parvulum DSM 20469, complete genome","165",4e-36
"k141_1747076.concoct_part_0","FQ312002.1","Haemophilus parainfluenzae T3T1 complete genome","2143",0
"k141_3245404.concoct_part_0","LS483444.1","Streptococcus australis strain NCTC13166 genome assemb...","1594",0
"k141_3581626.concoct_part_0","CP021252.1","Corynebacterium striatum strain KC-Na-01, complete genome","32430",0
"k141_3246288.concoct_part_0","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","1869",0
"k141_3246595.concoct_part_0","CP027228.1","Mogibacterium diversum strain CCUG 47132 chromosome, c...","2547",0
"k141_4346293.concoct_part_0","CP034442.1","Streptococcus oralis subsp. dentisani strain F0392 chr...","3747",0
"k141_2475684.concoct_part_0","CP034442.1","Streptococcus oralis subsp. dentisani strain F0392 chr...","2499",0
"k141_275838.concoct_part_0","LS483443.1","Aggregatibacter segnis strain NCTC10977 genome assembl...","1960",0
"k141_2093967.concoct_part_0","CP032637.1","Lactobacillus paracasei strain ZFM54 chromosome, compl...","2741",0
"k141_4347067.concoct_part_0","CP024723.1","Prevotella intermedia strain KCOM 2837 chromosome 1, c...","3777",0
"k141_276705.concoct_part_0","","","",NA
"k141_4347422.concoct_part_0","CP026940.2","Escherichia coli strain CFS3313 plasmid pCFS3313-1, co...","2405",0
"k141_2095075.concoct_part_0","CP038183.1","Staphylococcus aureus strain MJ015 chromosome, complet...","1995",0
"k141_277222.concoct_part_0","CP053687.1","Pseudomonas aeruginosa strain K19PSE24 chromosome","11969",0
"k141_1377777.concoct_part_0","CP024597.1","Porphyromonas gingivalis strain KCOM 2796 chromosome, ...","16912",0
"k141_630382.concoct_part_0","CP001721.1","Atopobium parvulum DSM 20469, complete genome","93.5",3e-15
"k141_4348903.concoct_part_0","CP047064.1","Pseudomonas aeruginosa strain delta6_5 chromosome","2159",0
"k141_3947725.concoct_part_0","AP023349.1","Streptococcus mitis Nm-65 DNA, complete genome","1759",0
"k141_3585394.concoct_part_0","CP054134.1","Streptococcus oralis subsp. oralis strain SN51445 chro...","1262",0
"k141_631204.concoct_part_0","CP048043.1","Serratia liquefaciens strain JL02 chromosome, complete...","4521",0
"k141_631285.concoct_part_0","CP047691.1","Serratia marcescens strain C110 chromosome, complete g...","4292",0
"k141_3585527.concoct_part_0","LT906481.1","Corynebacterium urealyticum strain NCTC12011 genome as...","811",0
"k141_3250887.concoct_part_0","CP047883.1","Streptococcus mitis strain S022-V3-A4 chromosome, comp...","1788",0
"k141_4350537.concoct_part_0","LR134484.1","Gemella haemolysans strain NCTC10459 genome assembly, ...","2119",0
"k141_1752889.concoct_part_0","CP003667.1","Prevotella sp. oral taxon 299 str. F0039 plasmid, comp...","1613",0
"k141_1008547.concoct_part_0","","","",NA
"k141_632612.concoct_part_0","FR745875.1","Clostridium botulinum B str. Eklund 17B(NRP), complete...","75.0",4e-09
"k141_2480553.concoct_part_0","LR778174.1","Veillonella parvula strain SKV38 genome assembly, chro...","1498",0
"k141_3586762.concoct_part_0","LT631479.1","Campylobacter showae strain B91_TPP genome assembly, c...","3964",0
"k141_1008935.concoct_part_0","AP019841.1","Leptotrichia wadei JMUB3936 DNA, complete genome","6734",0
"k141_1009127.concoct_part_0","CP046313.1","Gemella sanguinis strain FDAARGOS_742 chromosome, comp...","2409",0
"k141_2098458.concoct_part_0","CP043226.1","Enterobacter hormaechei strain PG20180049 chromosome, ...","1724",0
"k141_4351539.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","1382",0
"k141_3587148.concoct_part_5","HG938371.2","Burkholderia cenocepacia H111 chromosome 2, complete g...","21946",0
"k141_3950483.concoct_part_0","CP054135.1","Streptococcus oralis subsp. oralis strain ATCC 10557 c...","1965",0
"k141_3587613.concoct_part_0","","","",NA
"k141_2099067.concoct_part_5","LR798194.1","Burkholderia cenocepacia strain IST439 genome assembly...","18275",0
"k141_2099067.concoct_part_6","CP019672.1","Burkholderia cenocepacia strain VC12308 chromosome 2, ...","17562",0
"k141_2099067.concoct_part_7","CP020600.1","Burkholderia cenocepacia GIMC4560:Bcn122 chromosome 2 ...","18295",0
"k141_2099067.concoct_part_10","CP054817.1","Burkholderia cenocepacia strain FDAARGOS_734 chromosom...","18046",0
"k141_2099067.concoct_part_11","CP019670.1","Burkholderia cenocepacia strain VC12802 chromosome 1, ...","16988",0
"k141_3253735.concoct_part_0","","","",NA
"k141_4352698.concoct_part_0","LR134378.1","Lautropia mirabilis strain NCTC12852 genome assembly, ...","1980",0
"k141_3253963.concoct_part_0","CP054010.1","Prevotella melaninogenica strain FDAARGOS_760 chromoso...","870",0
"k141_2099801.concoct_part_0","CP054236.1","Escherichia coli strain EcPF5 chromosome, complete genome","1875",0
"k141_2868640.concoct_part_0","","","",NA
"k141_1383028.concoct_part_0","CP014326.1","Streptococcus mitis strain SVGS_061, complete genome","1314",0
"k141_4353767.concoct_part_0","CP033817.1","Klebsiella aerogenes strain FDAARGOS_513 chromosome, c...","2833",0
"k141_1383262.concoct_part_0","CP022386.1","Capnocytophaga gingivalis strain H1496 chromosome, com...","19173",0
"k141_1011607.concoct_part_0","CP043549.1","Pseudomonas aeruginosa strain GIMC5002:PAT-169 chromosome","19281",0
"k141_2484489.concoct_part_0","CP040007.1","Pseudopropionibacterium propionicum strain F0700 chrom...","2351",0
"k141_1384220.concoct_part_0","AP023349.1","Streptococcus mitis Nm-65 DNA, complete genome","1821",0
"k141_636206.concoct_part_0","LR134521.1","Rothia dentocariosa strain NCTC10918 genome assembly, ...","5476",0
"k141_3256247.concoct_part_0","CP013621.1","Staphylococcus aureus strain RIVM3897, complete genome","2743",0
"k141_1384612.concoct_part_0","FR873482.1","Streptococcus salivarius JIM8777 complete genome","4837",0
"k141_636842.concoct_part_0","CP053998.1","Streptococcus salivarius strain FDAARGOS_771 chromosom...","3579",0
"k141_2871222.concoct_part_0","LR607364.1","Enterobacter hormaechei strain 4928STDY7387798 genome ...","2268",0
"k141_2487650.concoct_part_0","CP016204.1","Prevotella scopos JCM 17725 strain W2052 chromosome 1 ...","344",9e-91
"k141_3258433.concoct_part_0","CP013216.1","Streptococcus salivarius strain HSISS4, complete genome","1456",0
"k141_1759833.concoct_part_0","CP015034.1","Burkholderia cenocepacia strain 842 chromosome 2, comp...","11618",0
"k141_2490823.concoct_part_0","","","",NA
"k141_3260397.concoct_part_0","CP009761.1","Parvimonas micra strain KCOM 1535, complete genome","1788",0
"k141_1389714.concoct_part_0","CP024704.1","Fusobacterium pseudoperiodonticum strain KCOM 2555 chr...","3267",0
"k141_3260960.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","1860",0
"k141_1390242.concoct_part_0","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","20196",0
"k141_288798.concoct_part_0","","","",NA
"k141_1018372.concoct_part_0","CP040804.1","Streptococcus salivarius strain LAB813 chromosome, com...","2274",0
"k141_1018613.concoct_part_0","LS483383.1","Streptococcus cristatus strain NCTC12479 genome assemb...","1578",0
"k141_3262115.concoct_part_0","HE798556.1","Stenotrophomonas maltophilia D457 complete genome","3687",0
"k141_641653.concoct_part_13","CP024732.1","Prevotella intermedia strain KCOM 1741 chromosome 1, c...","590",1e-163
"k141_4361262.concoct_part_0","CP003122.1","Streptococcus parasanguinis FW213, complete genome","3277",0
"k141_2493986.concoct_part_0","","","",NA
"k141_3595675.concoct_part_0","CP002094.1","Lactococcus lactis subsp. cremoris NZ9000, complete ge...","158",9e-35
"k141_3263185.concoct_part_0","","","",NA
"k141_2878456.concoct_part_0","CP047798.1","Staphylococcus aureus strain UP_378 chromosome, comple...","8708",0
"k141_1021484.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","1552",0
"k141_2110442.concoct_part_0","CP031477.1","Haemophilus parainfluenzae strain M27794 chromosome, c...","4619",0
"k141_643741.concoct_part_0","CP002843.1","Streptococcus parasanguinis ATCC 15912, complete genome","1936",0
"k141_1395907.concoct_part_0","CP020452.2","Neisseria mucosa strain FDAARGOS_260 chromosome, compl...","2021",0
"k141_293321.concoct_part_1","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","18345",0
"k141_3963945.concoct_part_0","CP022040.2","Prevotella melaninogenica strain FDAARGOS_306 chromoso...","1755",0
"k141_3598167.concoct_part_5","","","",NA
"k141_3964466.concoct_part_0","LR594040.1","Streptococcus australis strain NCTC5338 genome assembl...","4396",0
"k141_2498441.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","1402",0
"k141_3267220.concoct_part_0","LS483444.1","Streptococcus australis strain NCTC13166 genome assemb...","1808",0
"k141_4366357.concoct_part_1","CP024598.1","Porphyromonas gingivalis strain KCOM 2798 chromosome, ...","18321",0
"k141_3965724.concoct_part_0","","","",NA
"k141_646709.concoct_part_0","CP020566.1","Veillonella atypica strain OK5, complete genome","1901",0
"k141_1024824.concoct_part_0","CP035368.2","Haemophilus parainfluenzae strain LC_1315_18 chromosom...","1847",0
"k141_1024944.concoct_part_0","CP059571.1","Neisseria bacilliformis strain DSM 23338 chromosome, c...","4540",0
"k141_2114155.concoct_part_0","CP020733.1","Leuconostoc mesenteroides subsp. mesenteroides FM06 pl...","8034",0
"k141_3268299.concoct_part_0","CP045916.1","Pseudomonas aeruginosa strain CF39S chromosome, comple...","2268",0
"k141_1769218.concoct_part_0","CP040006.1","Schaalia odontolytica strain XH001 chromosome, complet...","1162",0
"k141_296263.concoct_part_0","CP018187.1","Streptococcus salivarius strain ICDC2, complete genome","1808",0
"k141_1025371.concoct_part_1","CP036190.1","Klebsiella pneumoniae strain BA34918 chromosome, compl...","18373",0
"k141_1025371.concoct_part_3","CP052562.1","Klebsiella pneumoniae strain A16KP0135 chromosome, com...","18393",0
"k141_2114941.concoct_part_0","CP040006.1","Schaalia odontolytica strain XH001 chromosome, complet...","2996",0
"k141_297528.concoct_part_0","CP022386.1","Capnocytophaga gingivalis strain H1496 chromosome, com...","3869",0
"k141_297674.concoct_part_0","CP046315.1","Schaalia odontolytica strain FDAARGOS_732 chromosome, ...","4499",0
"k141_1770758.concoct_part_0","CP022379.1","Capnocytophaga sputigena strain D1179 chromosome, comp...","8148",0
"k141_2885897.concoct_part_0","","","",NA
"k141_649376.concoct_part_0","LR134002.1","Streptococcus sanguinis strain NCTC10904 genome assemb...","2126",0
"k141_2504819.concoct_part_0","CP022386.1","Capnocytophaga gingivalis strain H1496 chromosome, com...","2087",0
"k141_2887607.concoct_part_0","CP028415.1","Streptococcus mitis strain SK637 chromosome, complete ...","1476",0
"k141_4372197.concoct_part_0","","","",NA
"k141_4372410.concoct_part_0","CP059566.1","Neisseria sicca strain DSM 17713 chromosome, complete ...","4556",0
"k141_2506552.concoct_part_0","CP054230.1","Escherichia coli strain EcPF14 chromosome, complete ge...","8211",0
"k141_1030242.concoct_part_0","","","",NA
"k141_4373059.concoct_part_0","CP024630.1","Pseudomonas aeruginosa strain PA59 chromosome, complet...","5847",0
"k141_651998.concoct_part_0","","","",NA
"k141_1030754.concoct_part_0","AP014938.1","Rothia mucilaginosa DNA, complete genome, strain: NUM-...","1330",0
"k141_3971319.concoct_part_0","CP033893.1","Serratia liquefaciens strain FG3 chromosome, complete ...","17906",0
"k141_1774080.concoct_part_0","CP040006.1","Schaalia odontolytica strain XH001 chromosome, complet...","2558",0
"k141_3605355.concoct_part_0","","","",NA
"k141_3605825.concoct_part_0","CP019562.1","Streptococcus oralis strain S.MIT/ORALIS-351, complete...","6868",0
"k141_3605909.concoct_part_0","","","",NA
"k141_4374542.concoct_part_0","CP015283.1","Streptococcus salivarius strain ATCC 25975, complete g...","6039",0
"k141_3972535.concoct_part_0","","","",NA
"k141_2510226.concoct_part_0","CP003723.1","Fusobacterium nucleatum subsp. animalis 4_8, complete ...","918",0
"k141_303101.concoct_part_0","CP002280.1","Rothia dentocariosa ATCC 17931, complete genome","5437",0
"k141_3973673.concoct_part_0","","","",NA
"k141_3607605.concoct_part_0","CP014264.1","Streptococcus sp. oral taxon 431, complete genome","1336",0
"k141_4376303.concoct_part_0","CP053988.1","Abiotrophia defectiva strain FDAARGOS_785 chromosome, ...","2420",0
"k141_654597.concoct_part_0","AP017894.1","Actinomyces naeslundii DNA, complete genome","1424",0
"k141_1776961.concoct_part_0","AY395568.1","Gemella haemolysans IgA1 protease (iga) gene, complete...","3155",0
"k141_3974315.concoct_part_0","CP040504.1","Neisseria sp. oral taxon 014 str. F0314 chromosome","15110",0
"k141_655571.concoct_part_0","CP022384.1","Capnocytophaga leadbetteri strain H6253 chromosome, co...","1677",0
"k141_2123514.concoct_part_0","CP006776.1","Streptococcus sp. I-P16, complete genome","2776",0
"k141_3974950.concoct_part_0","","","",NA
"k141_1778222.concoct_part_0","CP046315.1","Schaalia odontolytica strain FDAARGOS_732 chromosome, ...","3044",0
"k141_1412264.concoct_part_4","CP015036.1","Burkholderia cenocepacia strain 895 chromosome 1, comp...","18345",0
"k141_2894315.concoct_part_0","","","",NA
"k141_2894697.concoct_part_0","LS483375.1","Streptococcus gordonii strain NCTC3165 genome assembly...","2386",0
